# tungsten camera trace v1
# frame	x	y	height	yaw	pitch
1430	2943.573486328	3848.692382812	269.552368164	1.012914658	-0.032638207
1440	2962.656005859	3836.784667969	281.561462402	1.012914658	-0.032638207
1450	2983.674560547	3823.668945312	282.909210205	1.012914658	-0.032638207
1460	3004.692871094	3810.553466797	297.590576172	1.012914658	-0.032638207
1470	3025.698242188	3797.446044922	297.590576172	1.012914658	-0.032638207
1480	3044.783447266	3785.536376953	297.590576172	1.012914658	-0.032638207
1490	3063.861572266	3773.631591797	304.272430420	1.012914658	-0.032638207
1500	3082.917724609	3761.740722656	309.589569092	1.012914658	-0.032638207
1510	3103.948242188	3748.617431641	316.267700195	1.012914658	-0.032638207
1520	3124.910156250	3735.536865234	318.913696289	1.012914658	-0.032638207
1530	3145.911865234	3722.432128906	325.550567627	1.012914658	-0.032638207
1540	3166.905761719	3709.331787109	330.885284424	1.012914658	-0.032638207
1550	3187.925292969	3696.215332031	330.885284424	1.012914658	-0.032638207
1560	3208.909667969	3683.121093750	330.885284424	1.012914658	-0.032638207
1570	3228.004150391	3671.206054688	333.563598633	1.012914658	-0.032638207
1580	3247.072509766	3659.307373047	341.550079346	1.012914658	-0.032638207
1590	3266.181640625	3647.383056641	350.901672363	1.012914658	-0.032638207
1600	3287.185546875	3634.277099609	350.901672363	1.012914658	-0.032638207
1610	3302.438964844	3624.759033203	350.901672363	1.012914658	-0.032638207
1620	3302.438964844	3624.759033203	350.901672363	1.321019530	-0.032638207
1630	3302.438964844	3624.759033203	350.901672363	1.691578627	-0.032638207
1640	3309.808349609	3605.968017578	350.901672363	2.061032772	-0.032638207
1650	3323.654785156	3588.343750000	350.901672363	2.461961746	-0.032638207
1660	3323.654785156	3588.343750000	350.901672363	2.893389702	-0.032638207
1670	3323.654785156	3588.343750000	350.901672363	3.171208382	-0.032638207
1680	3328.009765625	3602.241210938	350.901672363	3.171208382	-0.032638207
1690	3339.405761719	3607.361816406	350.901672363	3.171208382	-0.234962568
1700	3339.405761719	3607.361816406	350.901672363	3.294666290	-0.369979948
1710	3339.405761719	3607.361816406	350.901672363	3.510779858	-0.369979948
1720	3339.405761719	3607.361816406	350.901672363	3.510779858	-0.234872013
1730	3347.777343750	3610.601074219	350.901672363	3.510779858	-0.234872013
1740	3356.170410156	3613.848632812	350.901672363	3.726955652	-0.234872013
1750	3356.170410156	3613.848632812	350.901672363	4.097073078	-0.234872013
1760	3356.170410156	3613.848632812	350.901672363	4.435906887	-0.234872013
1770	3356.170410156	3613.848632812	350.901672363	4.775256634	-0.234872013
1780	3356.170410156	3613.848632812	350.901672363	4.806158543	-0.234872013
1790	3356.170410156	3613.848632812	350.901672363	4.929828644	-0.234872013
1800	3356.170410156	3613.848632812	350.901672363	5.238149643	-0.234872013
1810	3366.865234375	3599.414794922	350.901672363	5.361611843	-0.234872013
1820	3366.865234375	3599.414794922	350.901672363	5.361611843	-0.234872013
1830	3370.497558594	3596.770263672	350.901672363	5.669273376	-0.234872013
1840	3378.230712891	3592.168457031	350.901672363	5.977859974	-0.234872013
1850	3378.230712891	3592.168457031	350.901672363	6.285280228	-0.234872013
1860	3378.230712891	3592.168457031	350.901672363	6.594953060	-0.234872013
1870	3378.230712891	3592.168457031	350.901672363	6.903034210	-0.234872013
1880	3378.230712891	3592.168457031	350.901672363	7.210791111	-0.234872013
1890	3378.230712891	3592.168457031	350.901672363	7.519626141	-0.234872013
1900	3397.867675781	3587.246337891	350.901672363	7.611829758	-0.234872013
1910	3419.894042969	3581.805664062	350.901672363	7.611829758	-0.234872013
1920	3441.609619141	3576.441650391	350.901672363	7.611829758	-0.121922530
1930	3463.393066406	3571.060791016	361.564086914	7.611829758	-0.121922530
1940	3485.241455078	3565.664062500	361.564086914	7.611829758	-0.121922530
1950	3506.887207031	3559.606689453	361.564086914	7.488739491	-0.121922530
1960	3526.167968750	3548.184570312	361.564086914	7.180427074	-0.121922530
1970	3541.075195312	3531.448486328	361.564086914	6.872088909	-0.121922530
1980	3549.267089844	3515.448242188	361.564086914	6.717745781	-0.121922530
1990	3549.267089844	3515.448242188	361.564086914	6.717745781	-0.121922530
2000	3549.267089844	3515.448242188	361.564086914	6.717745781	-0.121922530
2010	3549.267089844	3515.448242188	361.564086914	6.440196037	-0.121922530
2020	3549.267089844	3515.448242188	361.564086914	6.131795883	-0.121922530
2030	3549.267089844	3515.448242188	361.564086914	5.823480129	-0.121922530
2040	3549.267089844	3515.448242188	361.564086914	5.514680862	-0.121922530
2050	3549.267089844	3515.448242188	361.564086914	5.205914497	-0.121922530
2060	3549.267089844	3515.448242188	361.564086914	4.898309231	-0.121922530
2070	3549.267089844	3515.448242188	361.564086914	4.589863300	-0.121922530
2080	3549.267089844	3515.448242188	361.564086914	4.281790733	-0.121922530
2090	3549.267089844	3515.448242188	361.564086914	3.973271370	-0.121922530
2100	3549.267089844	3515.448242188	361.564086914	3.664766788	-0.121922530
2110	3549.267089844	3515.448242188	361.564086914	3.326093912	-0.121922530
2120	3549.267089844	3515.448242188	361.564086914	3.202354908	-0.121922530
2130	3549.267089844	3515.448242188	361.564086914	3.048030615	-0.121922530
2140	3549.267089844	3515.448242188	361.564086914	2.740052700	-0.121922530
2150	3564.861816406	3506.495361328	361.564086914	2.616575956	-0.121922530
2160	3590.868408203	3496.947021484	361.564086914	2.616575956	-0.121922530
2170	3593.555664062	3497.662841797	361.564086914	2.616575956	-0.121922530
2180	3593.555664062	3497.662841797	361.564086914	2.616575956	-0.121922530
2190	3593.555664062	3497.662841797	361.564086914	2.616575956	-0.121922530
2200	3593.555664062	3497.662841797	361.564086914	2.616575956	-0.121922530
2210	3593.555664062	3497.662841797	362.894836426	2.616575956	-0.121922530
2220	3593.555664062	3497.662841797	373.575408936	2.616575956	-0.121922530
2230	3610.070800781	3510.301269531	373.575408936	2.616575956	-0.121922530
2240	3633.545166016	3513.251220703	373.575408936	2.616575956	-0.121922530
2250	3633.545166016	3513.251220703	373.575408936	2.863313437	-0.121922530
2260	3654.256591797	3515.839843750	373.575408936	2.955564260	-0.121922530
2270	3663.161132812	3537.321044922	373.575408936	2.955564260	-0.121922530
2280	3663.161132812	3537.321044922	373.575408936	2.955564260	-0.121922530
2290	3665.248535156	3548.411132812	373.575408936	2.955564260	-0.121922530
2300	3666.908691406	3557.231201172	366.200500488	2.955564260	-0.121922530
2310	3666.908691406	3557.231201172	366.200500488	2.985584497	-0.121922530
2320	3666.908691406	3557.231201172	366.200500488	3.294227123	-0.121922530
2330	3666.908691406	3557.231201172	366.200500488	3.602823257	-0.121922530
2340	3666.908691406	3557.231201172	366.200500488	3.941804647	-0.121922530
2350	3666.908691406	3557.231201172	366.200500488	4.250266075	-0.121922530
2360	3666.908691406	3557.231201172	366.200500488	4.558672428	-0.121922530
2370	3666.908691406	3557.231201172	366.200500488	4.866849899	-0.121922530
2380	3666.908691406	3557.231201172	366.200500488	5.175794601	-0.121922530
2390	3666.908691406	3557.231201172	366.200500488	5.483887672	-0.121922530
2400	3666.908691406	3557.231201172	366.200500488	5.791649818	-0.121922530
2410	3666.908691406	3557.231201172	366.200500488	6.100392342	-0.121922530
2420	3666.908691406	3557.231201172	366.200500488	6.408848286	-0.121922530
2430	3666.908691406	3557.231201172	366.200500488	6.717526913	-0.008766565
2440	3666.908691406	3557.231201172	366.200500488	7.025558472	0.058009662
2450	3666.908691406	3557.231201172	366.200500488	7.333737373	0.058009662
2460	3666.908691406	3557.231201172	366.200500488	7.642303944	-0.099347651
2470	3666.908691406	3557.231201172	366.200500488	7.949843884	-0.323768556
2480	3666.908691406	3557.231201172	366.200500488	8.258701324	-0.368647069
2490	3666.908691406	3557.231201172	366.200500488	8.567421913	-0.300866038
2500	3666.908691406	3557.231201172	366.200500488	8.874440193	-0.121066704
2510	3666.908691406	3557.231201172	366.200500488	9.183888435	-0.121066704
2520	3666.908691406	3557.231201172	366.200500488	9.492090225	-0.121066704
2530	3666.908691406	3557.231201172	366.200500488	9.800596237	-0.121066704
2540	3666.908691406	3557.231201172	366.200500488	9.923693657	-0.121066704
2550	3666.908691406	3557.231201172	366.200500488	9.832070351	-0.121066704
2560	3666.908691406	3557.231201172	366.200500488	9.676840782	-0.121066704
2570	3666.908691406	3557.231201172	366.200500488	9.676840782	-0.121066704
2580	3666.908691406	3557.231201172	366.200500488	9.676840782	-0.121066704
2590	3666.908691406	3557.231201172	366.200500488	9.676840782	-0.121066704
2600	3666.908691406	3557.231201172	366.200500488	9.676840782	-0.121066704
2610	3666.908691406	3557.231201172	366.200500488	9.676840782	-0.121066704
2620	3666.908691406	3557.231201172	366.200500488	9.676840782	-0.121066704
2630	3666.908691406	3557.231201172	366.200500488	9.676840782	-0.121066704
2640	3666.908691406	3557.231201172	366.200500488	9.676840782	-0.121066704
2650	3666.908691406	3557.231201172	366.200500488	9.676840782	-0.121066704
2660	3666.908691406	3557.231201172	366.200500488	9.676840782	-0.121066704
2670	3666.908691406	3557.231201172	366.200500488	9.676840782	-0.121066704
2680	3666.908691406	3557.231201172	366.200500488	9.676840782	-0.121066704
2690	3666.908691406	3557.231201172	366.200500488	9.676840782	-0.121066704
2700	3666.908691406	3557.231201172	366.200500488	9.676840782	-0.121066704
