# tungsten camera trace v1
# frame	x	y	height	yaw	pitch
1340	2487.083984375	3111.294189453	425.200195312	0.997603118	0.157599509
1350	2487.552734375	3110.991455078	425.252655029	0.997603118	0.157599509
1360	2488.021240234	3110.688720703	425.297760010	0.997603118	0.157599509
1370	2488.489990234	3110.385986328	425.350433350	0.997603118	0.157599509
1380	2488.958251953	3110.083496094	425.395385742	0.997603118	0.157599509
1390	2489.426513672	3109.781005859	425.443237305	0.997603118	0.157599509
1400	2489.895263672	3109.478271484	425.493255615	0.997603118	0.157599509
1410	2490.363525391	3109.175781250	425.538055420	0.997603118	0.157599509
1420	2490.832031250	3108.873291016	425.582855225	0.997603118	0.157599509
1430	2491.300781250	3108.570556641	425.627685547	0.997603118	0.157599509
1440	2491.770019531	3108.267822266	425.672485352	0.997603118	0.157599509
1450	2492.239257812	3107.964843750	425.717041016	0.997603118	0.157599509
1460	2492.708007812	3107.662109375	425.756622314	0.997603118	0.157599509
1470	2493.176269531	3107.359619141	425.798828125	0.997603118	0.157599509
1480	2493.644775391	3107.056884766	425.843688965	0.997603118	0.157599509
1490	2494.113769531	3106.754150391	425.888519287	0.997603118	0.157599509
1500	2494.582275391	3106.451660156	425.932495117	0.997603118	0.157599509
1510	2495.050537109	3106.149169922	425.972381592	0.997603118	0.157599509
1520	2495.519531250	3105.846435547	426.014770508	0.997603118	0.157599509
1530	2495.988281250	3105.543945312	426.059509277	0.997603118	0.157599509
1540	2496.456787109	3105.241455078	426.100067139	0.997603118	0.157599509
1550	2496.925781250	3104.938476562	426.140045166	0.997603118	0.157599509
1560	2497.394287109	3104.635742188	426.186431885	0.997603118	0.157599509
1570	2497.862548828	3104.333251953	426.228027344	0.997603118	0.157599509
1580	2498.331298828	3104.030517578	426.267913818	0.997603118	0.157599509
1590	2498.799804688	3103.728027344	426.312683105	0.997603118	0.157599509
1600	2499.268554688	3103.425292969	426.355834961	0.997603118	0.157599509
1610	2499.737060547	3103.122802734	426.399536133	0.997603118	0.157599509
1620	2500.205566406	3102.820312500	426.443695068	0.997603118	0.157599509
1630	2500.674316406	3102.517578125	426.486450195	0.997603118	0.157599509
1640	2501.143066406	3102.214843750	426.533996582	0.997603118	0.157599509
1650	2501.611572266	3101.912353516	426.580078125	0.997603118	0.157599509
1660	2502.080322266	3101.609619141	426.622680664	0.997603118	0.157599509
1670	2502.548828125	3101.307128906	426.668395996	0.997603118	0.157599509
1680	2503.017578125	3101.004394531	426.715972900	0.997603118	0.157599509
1690	2503.485595703	3100.701904297	426.763549805	0.997603118	0.157599509
1700	2503.954589844	3100.398925781	426.811187744	0.997603118	0.157599509
1710	2504.423339844	3100.096191406	426.860046387	0.997603118	0.157599509
1720	2504.891845703	3099.793701172	426.909973145	0.997603118	0.157599509
1730	2505.360595703	3099.490966797	426.959655762	0.997603118	0.157599509
1740	2505.829101562	3099.188232422	427.009552002	0.997603118	0.157599509
1750	2506.298339844	3098.885253906	427.057128906	0.997603118	0.157599509
1760	2506.766845703	3098.582763672	427.108978271	0.997603118	0.157599509
1770	2507.235107422	3098.280273438	427.160339355	0.997603118	0.157599509
1780	2507.703857422	3097.977539062	427.211242676	0.997603118	0.157599509
1790	2508.172607422	3097.674804688	427.263641357	0.997603118	0.157599509
1800	2508.641357422	3097.372070312	427.313476562	0.997603118	0.157599509
1810	2509.110107422	3097.069335938	427.368682861	0.997603118	0.157599509
1820	2509.578369141	3096.766845703	427.423889160	0.997603118	0.157599509
1830	2510.047119141	3096.464111328	427.479095459	0.997603118	0.157599509
1840	2510.515625000	3096.161621094	427.534271240	0.997603118	0.157599509
1850	2510.984130859	3095.859130859	427.589416504	0.997603118	0.157599509
1860	2511.452880859	3095.556396484	427.644683838	0.997603118	0.157599509
1870	2511.921142578	3095.253906250	427.707366943	0.997603118	0.157599509
1880	2512.389648438	3094.951416016	427.763793945	0.997603118	0.157599509
1890	2512.858642578	3094.648681641	427.825836182	0.997603118	0.157599509
1900	2513.326904297	3094.346191406	427.887908936	0.997603118	0.157599509
1910	2513.795654297	3094.043457031	427.949920654	0.997603118	0.157599509
1920	2514.264404297	3093.740722656	428.017059326	0.997603118	0.157599509
1930	2514.732666016	3093.438232422	428.083831787	0.997603118	0.157599509
1940	2515.201416016	3093.135498047	428.149108887	0.997603118	0.157599509
1950	2515.669921875	3092.833007812	428.218627930	0.997603118	0.157599509
1960	2516.138427734	3092.530517578	428.288330078	0.997603118	0.157599509
1970	2516.607177734	3092.227783203	428.357757568	0.997603118	0.157599509
1980	2517.075927734	3091.925048828	428.433258057	0.997603118	0.157599509
1990	2517.544677734	3091.622314453	428.509460449	0.997603118	0.157599509
2000	2518.013427734	3091.319580078	428.592590332	0.997603118	0.157599509
2010	2518.481933594	3091.017089844	428.675689697	0.997603118	0.157599509
2020	2518.950439453	3090.714599609	428.766571045	0.997603118	0.157599509
2030	2519.419189453	3090.411865234	428.858398438	0.997603118	0.157599509
2040	2519.887695312	3090.109375000	428.954040527	0.997603118	0.157599509
2050	2520.356445312	3089.806640625	429.048919678	0.997603118	0.157599509
2060	2520.824707031	3089.504150391	429.145538330	0.997603118	0.157599509
2070	2521.292968750	3089.201660156	429.245971680	0.997603118	0.157599509
2080	2521.761718750	3088.898925781	429.349365234	0.997603118	0.157599509
2090	2522.230224609	3088.596435547	429.456481934	0.997603118	0.157599509
2100	2522.698730469	3088.293945312	429.572753906	0.997603118	0.157599509
2110	2523.167480469	3087.991210938	429.689605713	0.997603118	0.157599509
2120	2523.635986328	3087.688720703	429.813171387	0.997603118	0.157599509
2130	2524.104736328	3087.385986328	429.938720703	0.997603118	0.157599509
2140	2524.573242188	3087.083496094	430.068420410	0.997603118	0.157599509
2150	2525.041748047	3086.780761719	430.208312988	0.997603118	0.157599509
2160	2525.510498047	3086.478027344	430.349578857	0.997603118	0.157599509
2170	2525.979003906	3086.175537109	430.490692139	0.997603118	0.157599509
2180	2526.447021484	3085.873291016	430.641052246	0.997603118	0.157599509
2190	2526.915283203	3085.570800781	430.787994385	0.997603118	0.157599509
2200	2527.383789062	3085.268310547	430.944152832	0.997603118	0.157599509
2210	2527.852539062	3084.965576172	431.102966309	0.997603118	0.157599509
2220	2528.321289062	3084.663085938	431.259887695	0.997603118	0.157599509
2230	2528.789550781	3084.360595703	431.420288086	0.997603118	0.157599509
2240	2529.117675781	3084.148681641	431.530853271	0.997603118	0.157599509
2250	2529.117675781	3084.148681641	431.530853271	0.997603118	0.157599509
2260	2529.117675781	3084.148681641	431.530853271	0.997603118	0.157599509
2270	2529.117675781	3084.148681641	431.530853271	0.997603118	0.157599509
