# tungsten camera trace v1
# frame	x	y	height	yaw	pitch
600	2047.922363281	4312.089843750	244.957046509	-5.912001133	0.006400054
610	2048.135742188	4311.541503906	244.947402954	-5.912001133	0.006400054
620	2048.270996094	4311.193847656	244.937911987	-5.912001133	0.006400054
630	2048.403808594	4310.853027344	244.935012817	-5.912001133	0.006400054
640	2048.537597656	4310.508789062	244.935012817	-5.912001133	0.006400054
650	2048.670410156	4310.166992188	244.935012817	-5.912001133	0.006400054
660	2048.803222656	4309.826171875	244.935012817	-5.912001133	0.006400054
670	2048.937255859	4309.482421875	244.934768677	-5.912001133	0.006400054
680	2049.070556641	4309.140136719	244.929138184	-5.912001133	0.006400054
690	2049.204345703	4308.796386719	244.925491333	-5.912001133	0.006400054
700	2049.271484375	4308.624511719	244.923507690	-5.912001133	0.006400054
710	2049.271484375	4308.624511719	244.923507690	-5.912001133	0.006400054
720	2049.178955078	4308.861816406	244.926040649	-5.912001133	0.006400054
730	2049.046386719	4309.202636719	244.930160522	-5.912001133	0.006400054
740	2048.914062500	4309.542480469	244.935012817	-5.912001133	0.006400054
750	2048.781982422	4309.882812500	244.935012817	-5.912001133	0.006400054
760	2048.649414062	4310.221679688	244.935012817	-5.912001133	0.006400054
770	2048.516845703	4310.563476562	244.935012817	-5.912001133	0.006400054
780	2048.383789062	4310.905273438	244.935012817	-5.912001133	0.006400054
790	2048.251953125	4311.245605469	244.938995361	-5.912001133	0.006400054
800	2048.119140625	4311.588378906	244.948562622	-5.912001133	0.006400054
810	2047.908203125	4312.130371094	244.956054688	-5.912001133	0.006400054
820	2047.766479492	4312.494140625	244.950927734	-5.912001133	0.006400054
830	2047.633178711	4312.836425781	244.940139771	-5.912001133	0.006400054
840	2047.500244141	4313.178222656	244.940826416	-5.912001133	0.006400054
850	2047.366821289	4313.520507812	244.951263428	-5.912001133	0.006400054
860	2047.233764648	4313.862792969	244.948196411	-5.912001133	0.006400054
870	2047.100830078	4314.204589844	244.946838379	-5.912001133	0.006400054
880	2046.967773438	4314.546386719	244.948791504	-5.912001133	0.006400054
890	2046.834716797	4314.888183594	244.933273315	-5.912001133	0.006400054
900	2046.702148438	4315.229003906	244.916992188	-5.912001133	0.006400054
910	2046.649291992	4315.364746094	244.912261963	-5.912001133	0.006400054
920	2046.649291992	4315.364746094	244.912261963	-5.912001133	0.006400054
