# tungsten camera trace v1
# frame	x	y	height	yaw	pitch
0	2974.662597656	3142.033447266	375.220642090	-1.123655677	-0.080523327
10	2974.662597656	3142.033447266	375.220642090	-1.123655677	-0.080523327
20	2974.662597656	3142.033447266	375.220642090	-1.123655677	-0.080523327
30	2974.662597656	3142.033447266	375.220642090	-1.123655677	-0.080523327
40	2974.662597656	3142.033447266	375.220642090	-1.123655677	-0.080523327
50	2974.662597656	3142.033447266	375.220642090	-1.123655677	-0.080523327
60	2974.662597656	3142.033447266	375.220642090	-1.123655677	-0.080523327
70	2974.662597656	3142.033447266	375.220642090	-1.123655677	-0.080523327
80	2974.662597656	3142.033447266	375.220642090	-1.123655677	-0.080523327
90	2974.662597656	3142.033447266	375.220642090	-1.123655677	-0.080523327
100	2974.662597656	3142.033447266	375.220642090	-1.123655677	-0.080523327
110	2974.662597656	3142.033447266	375.220642090	-1.123655677	-0.080523327
120	2974.662597656	3142.033447266	375.220642090	-1.123655677	-0.080523327
130	2974.662597656	3142.033447266	375.220642090	-1.123655677	-0.080523327
140	2974.662597656	3142.033447266	375.220642090	-1.123655677	-0.080523327
150	2974.662597656	3142.033447266	375.220642090	-1.123655677	-0.080523327
160	2974.662597656	3142.033447266	375.220642090	-1.123655677	-0.080523327
170	2974.662597656	3142.033447266	375.220642090	-1.187617540	-0.080523327
180	2974.662597656	3142.033447266	375.220642090	-1.301291227	-0.080523327
190	2974.662597656	3142.033447266	375.220642090	-1.426972866	-0.080523327
200	2974.662597656	3142.033447266	375.220642090	-1.564344764	-0.080523327
210	2974.662597656	3142.033447266	375.220642090	-1.714668751	-0.080523327
220	2974.662597656	3142.033447266	375.220642090	-1.879051208	-0.080523327
230	2974.662597656	3142.033447266	375.220642090	-2.056321621	-0.080523327
240	2974.662597656	3142.033447266	375.220642090	-2.244489908	-0.080523327
250	2974.662597656	3142.033447266	375.220642090	-2.432203293	-0.080523327
260	2974.662597656	3142.033447266	375.220642090	-2.615064383	-0.080523327
270	2974.662597656	3142.033447266	375.220642090	-2.715569496	-0.080523327
280	2974.662597656	3142.033447266	375.220642090	-2.715569496	-0.080523327
290	2974.662597656	3142.033447266	375.220642090	-2.715569496	-0.080523327
300	2974.662597656	3142.033447266	375.220642090	-2.715569496	-0.080523327
310	2974.662597656	3142.033447266	375.220642090	-2.715569496	-0.080523327
320	2974.662597656	3142.033447266	375.220642090	-2.700347900	-0.080523327
330	2974.662597656	3142.033447266	375.220642090	-2.538222313	-0.080523327
340	2974.662597656	3142.033447266	375.220642090	-2.360181570	-0.080523327
350	2974.662597656	3142.033447266	375.220642090	-2.173382282	-0.080523327
360	2974.662597656	3142.033447266	375.220642090	-1.988998055	-0.080523327
370	2974.662597656	3142.033447266	375.220642090	-1.810177565	-0.080523327
380	2974.662597656	3142.033447266	375.220642090	-1.645473242	-0.080523327
390	2974.662597656	3142.033447266	375.220642090	-1.494446993	-0.080523327
400	2974.662597656	3142.033447266	375.220642090	-1.358173370	-0.080523327
410	2974.662597656	3142.033447266	375.220642090	-1.234194994	-0.080523327
420	2974.662597656	3142.033447266	375.220642090	-1.122778893	-0.080523327
430	2974.662597656	3142.033447266	375.220642090	-1.019681931	-0.080523327
440	2974.662597656	3142.033447266	375.220642090	-0.923177958	-0.080523327
450	2974.662597656	3142.033447266	375.220642090	-0.829527855	-0.080523327
460	2974.662597656	3142.033447266	375.220642090	-0.735892057	-0.080523327
470	2974.662597656	3142.033447266	375.220642090	-0.642120242	-0.080523327
480	2974.662597656	3142.033447266	375.220642090	-0.548427343	-0.080523327
490	2974.662597656	3142.033447266	375.220642090	-0.548427343	-0.080523327
500	2974.662597656	3142.033447266	375.220642090	-0.548427343	-0.080523327
510	2974.662597656	3142.033447266	375.220642090	-0.548427343	-0.080523327
520	2974.662597656	3142.033447266	375.220642090	-0.548427343	-0.080523327
530	2974.662597656	3142.033447266	375.220642090	-0.548427343	-0.080523327
540	2974.662597656	3142.033447266	375.220642090	-0.585929096	-0.080523327
550	2974.662597656	3142.033447266	375.220642090	-0.679564595	-0.080523327
560	2974.662597656	3142.033447266	375.220642090	-0.773144126	-0.080523327
570	2974.662597656	3142.033447266	375.220642090	-0.866742969	-0.080523327
580	2974.662597656	3142.033447266	375.220642090	-0.960393488	-0.080523327
590	2974.662597656	3142.033447266	375.220642090	-1.053944468	-0.080523327
600	2974.662597656	3142.033447266	375.220642090	-1.147515655	-0.080523327
610	2974.662597656	3142.033447266	375.220642090	-1.243435621	-0.080523327
620	2974.662597656	3142.033447266	375.220642090	-1.359542608	-0.080523327
630	2974.662597656	3142.033447266	375.220642090	-1.410326123	-0.080523327
640	2974.662597656	3142.033447266	375.220642090	-1.410326123	-0.080523327
650	2974.662597656	3142.033447266	375.220642090	-1.410326123	-0.080523327
660	2974.662597656	3142.033447266	375.220642090	-1.410326123	-0.080523327
670	2974.662597656	3142.033447266	375.220642090	-1.410326123	-0.080523327
680	2974.662597656	3142.033447266	375.220642090	-1.410326123	-0.080523327
690	2974.662597656	3142.033447266	375.220642090	-1.410326123	-0.080523327
700	2974.662597656	3142.033447266	375.220642090	-1.410326123	-0.080523327
710	2974.662597656	3142.033447266	375.220642090	-1.410326123	-0.080523327
720	2974.662597656	3142.033447266	375.220642090	-1.410326123	-0.080523327
730	2974.662597656	3142.033447266	375.220642090	-1.410326123	-0.080523327
740	2974.662597656	3142.033447266	375.220642090	-1.410326123	-0.080523327
750	2974.662597656	3142.033447266	375.220642090	-1.531315804	-0.080523327
760	2974.662597656	3142.033447266	375.220642090	-1.678527832	-0.080523327
770	2974.662597656	3142.033447266	375.220642090	-1.756668091	-0.080523327
780	2974.662597656	3142.033447266	375.220642090	-1.756668091	-0.080523327
790	2974.662597656	3142.033447266	375.220642090	-1.756668091	-0.080523327
800	2974.662597656	3142.033447266	375.220642090	-1.756668091	-0.080523327
810	2974.662597656	3142.033447266	375.220642090	-1.756668091	-0.080523327
820	2974.662597656	3142.033447266	375.220642090	-1.724285960	-0.080523327
830	2974.662597656	3142.033447266	375.220642090	-1.566879034	-0.080523327
840	2974.662597656	3142.033447266	375.220642090	-1.536656857	-0.080523327
850	2974.662597656	3142.033447266	375.220642090	-1.536656857	-0.080523327
860	2974.662597656	3142.033447266	375.220642090	-1.536656857	-0.080523327
870	2974.662597656	3142.033447266	375.220642090	-1.536656857	-0.080523327
880	2974.662597656	3142.033447266	375.220642090	-1.536656857	-0.080523327
890	2974.662597656	3142.033447266	375.220642090	-1.536656857	-0.080523327
900	2974.662597656	3142.033447266	375.220642090	-1.536656857	-0.080523327
910	2974.662597656	3142.033447266	375.220642090	-1.536656857	-0.080523327
920	2974.662597656	3142.033447266	375.220642090	-1.536656857	-0.080523327
930	2974.662597656	3142.033447266	375.220642090	-1.536656857	-0.080523327
940	2974.662597656	3142.033447266	375.220642090	-1.536656857	-0.080523327
950	2974.662597656	3142.033447266	375.220642090	-1.536656857	-0.080523327
960	2974.662597656	3142.033447266	375.220642090	-1.536656857	-0.080523327
970	2974.662597656	3142.033447266	375.220642090	-1.536656857	-0.080523327
980	2974.662597656	3142.033447266	375.220642090	-1.536656857	-0.080523327
990	2974.662597656	3142.033447266	375.220642090	-1.536656857	-0.080523327
1000	2974.662597656	3142.033447266	375.220642090	-1.536656857	-0.080523327
1010	2974.662597656	3142.033447266	375.220642090	-1.536656857	-0.080523327
1020	2974.662597656	3142.033447266	375.220642090	-1.536656857	-0.080523327
1030	2974.662597656	3142.033447266	375.220642090	-1.536656857	-0.080523327
1040	2974.662597656	3142.033447266	375.220642090	-1.536656857	-0.080523327
1050	2974.662597656	3142.033447266	375.220642090	-1.536656857	-0.080523327
1060	2974.662597656	3142.033447266	375.220642090	-1.536656857	-0.080523327
1070	2974.662597656	3142.033447266	375.220642090	-1.536656857	-0.080523327
1080	2974.662597656	3142.033447266	375.220642090	-1.536656857	-0.080523327
