# tungsten camera trace v1
# frame	x	y	height	yaw	pitch
0	2974.662597656	3142.033447266	375.220642090	-2.092231989	-0.080523327
10	2974.662597656	3142.033447266	375.220642090	-2.092231989	-0.080523327
20	2974.662597656	3142.033447266	375.220642090	-1.981502891	-0.080523327
30	2974.662597656	3142.033447266	375.220642090	-1.802030802	-0.080523327
40	2974.662597656	3142.033447266	375.220642090	-1.637118936	-0.080523327
50	2974.662597656	3142.033447266	375.220642090	-1.488223076	-0.080523327
60	2974.662597656	3142.033447266	375.220642090	-1.354030132	-0.080523327
70	2974.662597656	3142.033447266	375.220642090	-1.232311249	-0.080523327
80	2974.662597656	3142.033447266	375.220642090	-1.141541600	-0.080523327
90	2974.662597656	3142.033447266	375.220642090	-1.141541600	-0.080523327
100	2974.662597656	3142.033447266	375.220642090	-1.141541600	-0.080523327
110	2974.662597656	3142.033447266	375.220642090	-1.141541600	-0.080523327
120	2974.662597656	3142.033447266	375.220642090	-1.141541600	-0.080523327
130	2974.662597656	3142.033447266	375.220642090	-1.141541600	-0.080523327
140	2974.662597656	3142.033447266	375.220642090	-1.152188659	-0.080523327
150	2974.662597656	3142.033447266	375.220642090	-1.262670040	-0.080523327
160	2974.662597656	3142.033447266	375.220642090	-1.382791877	-0.080523327
170	2974.662597656	3142.033447266	375.220642090	-1.514276743	-0.080523327
180	2974.662597656	3142.033447266	375.220642090	-1.600577354	-0.080523327
190	2974.662597656	3142.033447266	375.220642090	-1.724554658	-0.080523327
200	2974.662597656	3142.033447266	375.220642090	-1.724554658	-0.080523327
210	2974.662597656	3142.033447266	375.220642090	-1.724554658	-0.080523327
220	2974.662597656	3142.033447266	375.220642090	-1.724554658	-0.080523327
230	2974.662597656	3142.033447266	375.220642090	-1.629517555	-0.080523327
240	2974.662597656	3142.033447266	375.220642090	-1.478983879	-0.080523327
250	2974.662597656	3142.033447266	375.220642090	-1.342763543	-0.080523327
260	2974.662597656	3142.033447266	375.220642090	-1.220086694	-0.080523327
270	2974.662597656	3142.033447266	375.220642090	-1.110675335	-0.080523327
280	2974.662597656	3142.033447266	375.220642090	-1.100308180	-0.080523327
290	2974.662597656	3142.033447266	375.220642090	-1.100308180	-0.080523327
300	2974.662597656	3142.033447266	375.220642090	-1.100308180	-0.080523327
310	2974.662597656	3142.033447266	375.220642090	-1.100308180	-0.080523327
320	2974.662597656	3142.033447266	375.220642090	-1.100308180	-0.080523327
330	2974.662597656	3142.033447266	375.220642090	-1.100308180	-0.080523327
340	2974.662597656	3142.033447266	375.220642090	-1.120966911	-0.080523327
350	2974.662597656	3142.033447266	375.220642090	-1.228749514	-0.080523327
360	2974.662597656	3142.033447266	375.220642090	-1.344812632	-0.080523327
370	2974.662597656	3142.033447266	375.220642090	-1.475565195	-0.080523327
380	2974.662597656	3142.033447266	375.220642090	-1.618024588	-0.080523327
390	2974.662597656	3142.033447266	375.220642090	-1.693675280	-0.080523327
400	2974.662597656	3142.033447266	375.220642090	-1.693675280	-0.080523327
410	2974.662597656	3142.033447266	375.220642090	-1.693675280	-0.080523327
